#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2019 07 23 18 50 328  3.5  4.3  0.80  6.67  5.14 278 1021.3  17.1  18.1 999.0 99.0 99.00
2019 07 23 19 50 312  3.6  4.8  0.78  6.25  4.89 274 1021.5  17.1  18.2 999.0 99.0 99.00
2019 07 23 20 50 313  3.9  4.6  0.79  6.25  5.26 281 1021.7  17.1  18.3 999.0 99.0 99.00
2019 07 23 21 50 306  3.8  4.8  0.77  6.25  5.36 282 1021.9  17.2  18.5 999.0 99.0 99.00
2019 07 23 22 50 302  4.0  5.0  0.74  7.14  5.28 269 1021.8  17.3  18.5 999.0 99.0 99.00
2019 07 23 23 50 300  4.1  4.9  0.69  6.67  5.31 279 1021.9  17.5  18.7 999.0 99.0 99.00
2019 07 24 00 50 287  4.8  5.6  0.77  7.14  5.61 268 1022.1  17.4  18.6 999.0 99.0 99.00
2019 07 24 01 50 288  4.1  5.3  0.82  6.67  5.79 257 1021.8  17.6  18.6 999.0 99.0 99.00
2019 07 24 02 50 277  4.0  4.7  0.78  6.25  5.57 265 1022.1  17.6  18.6 999.0 99.0 99.00
2019 07 24 03 50 277  4.2  5.1  0.78  6.25  5.51 268 1022.3  17.5  18.5 999.0 99.0 99.00
2019 07 24 04 50 276  4.0  4.8  0.79  6.25  5.30 281 1022.5  17.5  18.4 999.0 99.0 99.00
2019 07 24 05 50 261  3.3  4.0  0.76  6.67  5.31 276 1022.8  17.5  18.3 999.0 99.0 99.00
2019 07 24 06 50 263  3.4  4.4  0.73  6.67  5.28 283 1023.1  17.6  18.2 999.0 99.0 99.00
2019 07 24 07 50 278  4.8  5.6  0.69  6.67  5.15 266 1023.2  17.5  18.3 999.0 99.0 99.00
2019 07 24 08 50 279  4.3  4.9  0.65  6.67  4.75 279 1023.4  17.4  18.3 999.0 99.0 99.00
2019 07 24 09 50 297  3.7  4.3  0.66  7.14  4.67 267 1023.8  17.4  18.3 999.0 99.0 99.00
2019 07 24 10 50 301  3.0  3.7  0.68  7.14  4.68 263 1024.0  17.4  18.2 999.0 99.0 99.00
2019 07 24 11 50 311  4.1  4.8  0.66  5.56  4.62 288 1024.4  17.3  18.2 999.0 99.0 99.00
2019 07 24 12 50 308  2.9  3.6  0.63  6.67  4.90 263 1024.9  17.3  18.1 999.0 99.0 99.00
2019 07 24 13 50 321  2.7  3.3  0.65  7.14  5.13 276 1025.2  17.4  18.1 999.0 99.0 99.00
2019 07 24 14 50 316  1.7  2.1  0.69  6.25  5.22 261 1025.5  17.5  18.1 999.0 99.0 99.00
2019 07 24 15 50 311  1.7  2.5  0.62  7.14  5.02 283 1025.9  17.6  18.1 999.0 99.0 99.00
2019 07 24 16 50 323  1.3  2.0  0.75  6.67  5.09 280 1025.9  17.4  18.3 999.0 99.0 99.00
2019 07 24 17 50 298  1.2  1.7  0.75  7.14  4.87 273 1025.8  17.5  18.5 999.0 99.0 99.00
2019 07 24 18 50 308  1.6  2.4  0.73  7.69  5.00 286 1026.0  17.5  18.7 999.0 99.0 99.00
2019 07 24 19 50 321  1.7  2.4  0.72  6.67  5.13 284 1026.0  17.5  19.1 999.0 99.0 99.00
2019 07 24 20 50 328  2.0  2.7  0.70  7.69  5.22 273 1025.9  17.6  19.3 999.0 99.0 99.00
2019 07 24 21 50  15  1.8  2.6  0.71  7.14  5.28 277 1025.7  17.6  19.3 999.0 99.0 99.00
2019 07 24 22 50 355  2.3  3.4  0.69  7.14  5.13 266 1025.5  17.7  19.5 999.0 99.0 99.00
2019 07 24 23 50 355  3.3  4.3  0.66  7.69  5.01 284 1025.1  17.8  19.5 999.0 99.0 99.00
2019 07 25 00 50 355  3.6  4.6  0.64  7.14  5.65 282 1024.4  17.8  19.6 999.0 99.0 99.00
2019 07 25 01 50 345  4.6  5.7  0.58  7.14  5.09 291 1024.2  17.9  19.2 999.0 99.0 99.00
2019 07 25 02 50 352  4.3  5.3  0.63  7.14  5.29 271 1024.0  17.9  19.1 999.0 99.0 99.00
2019 07 25 03 50 351  4.5  5.4  0.64  6.67  5.27 273 1023.8  17.7  19.0 999.0 99.0 99.00
2019 07 25 04 50 349  4.8  5.7  0.66  6.67  4.89 267 1023.4  17.5  18.9 999.0 99.0 99.00
2019 07 25 05 50 354  4.8  5.6  0.66  6.67  5.03 267 1023.2  17.5  18.8 999.0 99.0 99.00
2019 07 25 06 50 353  4.5  5.7  0.69  5.88  4.92 303 1022.9  17.4  18.8 999.0 99.0 99.00
2019 07 25 07 50 341  4.5  5.7  0.63 16.00  5.06 217 1022.7  17.4  18.7 999.0 99.0 99.00
2019 07 25 08 50 335  5.5  6.5  0.64  7.14  4.84 272 1022.5  17.3  18.7 999.0 99.0 99.00
2019 07 25 09 50 347  5.0  5.7  0.62  6.67  4.74 280 1022.3  17.3  18.6 999.0 99.0 99.00
2019 07 25 10 50 359  4.8  5.9  0.65 16.00  4.83 264 1022.0  17.3  18.5 999.0 99.0 99.00
2019 07 25 11 50 355  4.5  5.4  0.63 16.00  4.87 161 1021.8  17.2  18.4 999.0 99.0 99.00
2019 07 25 12 50 344  4.7  5.8  0.60 14.81  4.82 229 1021.9  17.3  18.4 999.0 99.0 99.00
2019 07 25 13 50 339  5.2  6.1  0.61 16.00  5.00 322 1021.9  17.5  18.4 999.0 99.0 99.00
2019 07 25 14 50 344  4.8  6.0  0.57  6.67  4.59 276 1022.1  17.6  18.4 999.0 99.0 99.00
2019 07 25 15 50 357  4.4  5.5  0.64 14.81  4.79 213 1022.1  17.7  18.4 999.0 99.0 99.00
2019 07 25 16 50   5  3.9  4.7  0.68 16.00  4.78 238 1022.3  17.6  18.4 999.0 99.0 99.00
2019 07 25 17 50   7  3.8  4.4  0.73  6.67  4.85 294 1022.4  17.7  18.6 999.0 99.0 99.00
2019 07 25 18 50 351  3.4  4.0  0.76  6.67  4.95 282 1022.4  17.8  18.6 999.0 99.0 99.00
2019 07 25 19 50 351  4.1  4.9  0.85  5.88  5.03 275 1022.1  17.9  18.7 999.0 99.0 99.00
2019 07 25 20 50 359  4.1  4.8  0.88  6.25  5.28 283 1021.8  18.0  18.8 999.0 99.0 99.00
2019 07 25 21 50 351  4.1  4.9  0.87  6.25  5.48 271 1021.3  18.2  18.9 999.0 99.0 99.00
2019 07 25 22 50 338  4.9  5.7  0.94  8.33  5.93 271 1021.0  18.4  19.0 999.0 99.0 99.00
2019 07 25 23 50 338  6.1  7.0  0.97  8.33  6.08 273 1020.5  18.6  18.9 999.0 99.0 99.00
2019 07 26 00 50 334  6.6  7.7  1.16  8.33  6.34 265 1019.8  18.6  18.8 999.0 99.0 99.00
2019 07 26 01 50 338  7.2  8.5  1.09  7.69  5.78 270 1019.3  18.4  18.8 999.0 99.0 99.00
2019 07 26 02 50 337  7.7  9.6  1.20  9.09  5.35 273 1019.1  18.4  18.7 999.0 99.0 99.00
2019 07 26 03 50 332  6.7  8.1  1.39  9.09  5.80 269 1018.7  18.5  18.6 999.0 99.0 99.00
2019 07 26 04 50 335  6.3  7.7  1.37 10.00  5.76 273 1018.6  18.2  18.4 999.0 99.0 99.00
2019 07 26 05 50 332  6.3  7.3  1.51  8.33  6.10 254 1018.6  18.3  18.7 999.0 99.0 99.00
2019 07 26 06 50 330  6.8  8.1  1.50  8.33  6.07 255 1018.8  18.0  18.8 999.0 99.0 99.00
2019 07 26 07 50 336  6.4  7.8  1.42  9.09  5.81 274 1018.9  18.1  18.7 999.0 99.0 99.00
2019 07 26 08 50 357  5.3  6.6  1.26  8.33  5.71 252 1019.0  18.1  18.7 999.0 99.0 99.00
2019 07 26 09 50 332  3.8  5.6  1.25  8.33  6.09 266 1018.8  18.4  18.7 999.0 99.0 99.00
2019 07 26 10 50 320  5.0  6.0  1.24  9.09  6.10 256 1018.7  18.0  18.7 999.0 99.0 99.00
2019 07 26 11 50 313  3.8  4.7  1.09  9.09  5.94 262 1018.8  17.5  18.6 999.0 99.0 99.00
2019 07 26 12 50 314  4.9  6.0  1.12  9.09  6.03 258 1018.8  17.2  18.6 999.0 99.0 99.00
2019 07 26 13 50 320  4.5  5.8  1.18  9.09  6.33 266 1018.9  17.7  18.6 999.0 99.0 99.00
2019 07 26 14 50 335  4.7  5.7  1.21  9.09  6.45 285 1019.3  18.2  18.7 999.0 99.0 99.00
2019 07 26 15 50 332  4.0  5.8  1.30  9.09  6.68 258 1019.7  18.3  18.8 999.0 99.0 99.00
2019 07 26 16 50 327  1.7  2.4  1.37  8.33  6.61 275 1020.0  18.4  18.8 999.0 99.0 99.00
2019 07 26 17 50 285  1.7  2.3  1.41  8.33  6.81 263 1020.4  18.5  18.9 999.0 99.0 99.00
2019 07 26 18 50 263  2.5  3.8  1.26  8.33  6.62 263 1020.8  18.7  19.1 999.0 99.0 99.00
2019 07 26 19 50 264  3.3  4.3  1.15  8.33  6.37 253 1020.9  19.0  19.2 999.0 99.0 99.00
2019 07 26 20 50 236  4.0  4.7  1.03  9.09  6.57 262 1020.8  19.0  19.5 999.0 99.0 99.00
2019 07 26 21 50 227  4.1  4.8  1.04  9.09  6.90 257 1020.6  19.2  19.6 999.0 99.0 99.00
2019 07 26 22 50 223  5.1  5.8  1.04  9.09  6.83 257 1020.6  19.1  19.7 999.0 99.0 99.00
2019 07 26 23 50 230  5.0  6.0  0.94  9.09  6.40 260 1020.7  19.3  19.6 999.0 99.0 99.00
2019 07 27 00 50 234  6.0  7.0  0.99  8.33  6.14 263 1020.5  19.3  19.5 999.0 99.0 99.00
2019 07 27 01 50 220  6.1  7.0  0.99  8.33  5.83 270 1020.3  19.2  19.3 999.0 99.0 99.00
2019 07 27 03 50 231  6.3  7.4  1.13  8.33  5.64 253 1020.2  19.1  19.2 999.0 99.0 99.00
2019 07 27 04 50 227  6.3  7.5  1.13  8.33  5.29 256 1020.4  19.1  19.1 999.0 99.0 99.00
2019 07 27 05 50 329  5.0  6.4  1.34  8.33  5.74 270 1020.9  17.6  19.1 999.0 99.0 99.00
2019 07 27 06 50 307  7.2  8.5  1.29  7.69  5.48 267 1021.4  18.2  19.1 999.0 99.0 99.00
2019 07 27 07 50 304  7.0  8.2  1.31  8.33  5.25 261 1022.0  18.1  19.0 999.0 99.0 99.00
2019 07 27 08 50 299  5.4  6.7  1.15  8.33  5.40 258 1022.4  18.1  18.9 999.0 99.0 99.00
2019 07 27 09 50 299  6.4  7.6  1.22  8.33  5.68 251 1022.5  18.1  19.0 999.0 99.0 99.00
2019 07 27 10 50 286  5.8  6.5  1.14  7.69  5.69 252 1022.5  18.2  19.0 999.0 99.0 99.00
2019 07 27 11 50 300  6.6  7.8  1.23  8.33  6.08 256 1022.8  18.3  19.0 999.0 99.0 99.00
2019 07 27 12 50 312  5.9  6.8  1.15  9.09  5.60 260 1023.4  17.9  18.9 999.0 99.0 99.00
2019 07 27 13 50 314  5.4  6.3  1.21  9.09  5.85 269 1023.9  17.8  18.8 999.0 99.0 99.00
2019 07 27 14 50 312  5.8  7.0  1.32  8.33  6.19 258 1024.4  17.9  18.7 999.0 99.0 99.00
2019 07 27 15 50 324  5.8  6.8  1.41  9.09  6.12 252 1025.0  17.8  18.7 999.0 99.0 99.00
2019 07 27 16 50 329  4.1  5.0  1.59  9.09  6.41 271 1025.6  17.8  18.7 999.0 99.0 99.00
2019 07 27 17 50 332  3.8  4.8  1.55  9.09  6.25 283 1025.9  17.9  18.9 999.0 99.0 99.00
2019 07 27 18 50 326  4.1  5.0  1.43  8.33  6.13 283 1026.2  18.0  19.0 999.0 99.0 99.00
2019 07 27 19 50 322  4.2  5.1  1.50  9.09  6.34 289 1026.4  18.1  19.1 999.0 99.0 99.00
2019 07 27 20 50 331  3.9  4.5  1.36  9.09  6.29 272 1026.6  18.4  19.2 999.0 99.0 99.00
2019 07 27 21 50 325  5.0  5.7  1.42 10.00  6.02 259 1026.6  18.4  19.2 999.0 99.0 99.00
2019 07 27 22 50 335  4.6  5.7  1.34 10.00  6.23 262 1026.7  18.3  19.3 999.0 99.0 99.00
2019 07 27 23 50 350  4.6  5.7  1.34  9.09  6.49 262 1026.6  18.4  19.4 999.0 99.0 99.00
2019 07 28 00 50   4  5.7  7.1  1.43  9.09  6.32 283 1026.2  18.3  19.4 999.0 99.0 99.00
2019 07 28 01 50 359  6.4  8.2  1.31  9.09  5.96 261 1025.8  18.3  19.1 999.0 99.0 99.00
2019 07 28 02 50 357  6.1  7.2  1.32 10.00  5.90 272 1025.6  18.2  19.1 999.0 99.0 99.00
2019 07 28 03 50 355  6.6  7.8  1.44  9.09  6.36 281 1025.5  17.9  19.0 999.0 99.0 99.00
2019 07 28 04 50 356  7.1  9.0  1.31 10.00  5.94 282 1025.5  17.9  19.1 999.0 99.0 99.00
2019 07 28 05 50   1  7.4  8.9  1.42  9.09  5.74 267 1025.5  17.8  19.0 999.0 99.0 99.00
2019 07 28 06 50  11  7.3  8.8  1.44  9.09  5.91 273 1025.4  17.7  19.0 999.0 99.0 99.00
2019 07 28 07 50 358  7.4  8.7  1.50  9.09  5.76 282 1025.4  17.6  18.9 999.0 99.0 99.00
2019 07 28 08 50   3  7.8  9.2  1.32  9.09  5.48 278 1025.1  17.6  18.9 999.0 99.0 99.00
2019 07 28 09 50  11  7.9  9.4  1.33 16.00  5.47 203 1025.0  17.6  18.9 999.0 99.0 99.00
2019 07 28 10 50 354  8.1  9.3  1.35 14.81  5.31 176 1024.9  17.4  18.8 999.0 99.0 99.00
2019 07 28 11 50 344  8.2 10.0  1.38  4.55  5.14 321 1024.7  17.7  18.8 999.0 99.0 99.00
2019 07 28 12 50 350  6.7  8.5  1.49  8.33  5.33 274 1024.8  17.5  18.7 999.0 99.0 99.00
2019 07 28 13 50 356  7.0  8.3  1.33  5.56  5.16 291 1024.7  17.5  18.7 999.0 99.0 99.00
2019 07 28 14 50 351  8.8 10.4  1.45  9.09  5.38 275 1024.8  17.4  18.7 999.0 99.0 99.00
2019 07 28 15 50 351  9.0 11.3  1.56  5.26  5.41 311 1024.9  17.5  18.7 999.0 99.0 99.00
2019 07 28 16 50 356  7.3  8.8  1.49  5.26  5.30 320 1024.9  17.4  18.7 999.0 99.0 99.00
2019 07 28 17 50 354  7.6  8.9  1.38  9.09  5.29 280 1024.8  17.5  18.7 999.0 99.0 99.00
2019 07 28 18 50   4  8.1  9.7  1.45  6.67  5.37 283 1024.7  17.6  18.8 999.0 99.0 99.00
2019 07 28 19 50 357  7.6  9.1  1.44  4.76  5.21 325 1024.4  17.6  18.8 999.0 99.0 99.00
2019 07 28 20 50 355  7.7 10.0  1.36  4.76  5.02 336 1024.2  17.5  18.8 999.0 99.0 99.00
2019 07 28 21 50 348  9.2 10.8  1.37  5.26  4.90 314 1023.8  17.6  18.8 999.0 99.0 99.00
2019 07 28 22 50 360  8.5 10.3  1.43  5.26  4.79 322 1023.5  17.6  18.8 999.0 99.0 99.00
2019 07 28 23 50 346 10.0 12.0  1.43  5.00  4.86 327 1022.7  17.6  18.8 999.0 99.0 99.00
2019 07 29 00 50 339  9.5 11.4  1.56  5.88  4.88 309 1022.1  17.6  18.8 999.0 99.0 99.00
2019 07 29 01 50 343 10.2 12.1  1.54  5.88  4.81 305 1021.6  17.6  18.7 999.0 99.0 99.00
2019 07 29 02 50 345 10.2 12.3  1.63  5.56  4.93 316 1021.4  17.5  18.6 999.0 99.0 99.00
2019 07 29 03 50 347 10.3 12.5  1.86  6.25  5.23 315 1021.1  17.4  18.7 999.0 99.0 99.00
2019 07 29 04 50 356 10.0 11.8  1.87  5.88  5.38 329 1021.3  17.2  18.6 999.0 99.0 99.00
2019 07 29 05 50 353  9.5 11.7  1.98  6.67  5.49 317 1021.2  17.1  18.6 999.0 99.0 99.00
2019 07 29 06 50 349  9.8 12.3  1.96  6.67  5.51 317 1021.0  17.1  18.6 999.0 99.0 99.00
2019 07 29 07 50 351  9.0 11.9  1.95  7.14  5.51 313 1020.7  17.1  18.6 999.0 99.0 99.00
2019 07 29 08 50 344  9.5 11.4  2.04  7.14  5.74 318 1020.7  17.0  18.6 999.0 99.0 99.00
2019 07 29 09 50 351  8.6 10.2  2.09  7.14  5.79 317 1020.4  17.0  18.6 999.0 99.0 99.00
2019 07 29 10 50 351  8.7 11.0  2.01  7.14  5.59 317 1020.1  16.8  18.5 999.0 99.0 99.00
2019 07 29 11 50 339  8.0 10.6  1.81  7.14  5.49 302 1020.0  16.6  18.5 999.0 99.0 99.00
2019 07 29 12 50 343  7.6 10.2  1.85  7.69  5.56 314 1020.0  16.7  18.4 999.0 99.0 99.00
2019 07 29 13 50 350  6.9  8.7  1.81  7.69  5.48 327 1019.9  16.7  18.4 999.0 99.0 99.00
2019 07 29 14 50 335  6.7  8.3  1.93  7.69  5.66 311 1020.0  16.9  18.4 999.0 99.0 99.00
2019 07 29 15 50 328  6.5  7.9  1.85  6.67  5.63 307 1020.2  17.0  18.4 999.0 99.0 99.00
2019 07 29 16 50 330  7.6  9.0  1.89  7.69  5.81 320 1020.1  17.1  18.4 999.0 99.0 99.00
2019 07 29 17 50 327  6.7  8.1  1.89  8.33  5.75 323 1019.9  17.2  18.4 999.0 99.0 99.00
2019 07 29 18 50 331  7.5  8.9  1.97  7.69  5.99 320 1019.8  17.4  18.5 999.0 99.0 99.00
2019 07 29 19 50 350  6.8  8.0  1.88  8.33  5.93 347 1019.6  17.4  18.5 999.0 99.0 99.00
2019 07 29 20 50 332  7.6  9.3  1.88  8.33  5.90 340 1019.6  17.6  18.5 999.0 99.0 99.00
2019 07 29 21 50 346  6.0  7.0  1.90  8.33  5.93 334 1019.5  17.5  18.5 999.0 99.0 99.00
2019 07 29 22 50 343  6.1  7.3  1.82  7.69  6.07 322 1019.2  17.4  18.5 999.0 99.0 99.00
2019 07 29 23 50 337  7.7  8.9  1.64  7.69  5.79 345 1018.9  17.5  18.5 999.0 99.0 99.00
2019 07 30 00 50 337  7.8  9.1  1.79  7.69  5.69 322 1018.7  17.6  18.5 999.0 99.0 99.00
2019 07 30 01 50 345  7.6  9.4  1.51  7.14  5.23 321 1018.6  17.4  18.5 999.0 99.0 99.00
2019 07 30 02 50 330  6.9  8.1  1.56  6.67  5.31 320 1018.5  17.3  18.5 999.0 99.0 99.00
2019 07 30 03 50 339  5.8  7.0  1.42  7.14  5.28 316 1018.3  17.2  18.5 999.0 99.0 99.00
2019 07 30 04 50 333  6.2  7.8  1.42  7.69  5.39 322 1018.5  17.1  18.5 999.0 99.0 99.00
2019 07 30 05 50 331  6.2  7.5  1.39  7.14  5.27 320 1018.6  17.2  18.4 999.0 99.0 99.00
2019 07 30 06 50 335  6.7  8.0  1.45  6.67  5.35 324 1018.5  17.2  18.4 999.0 99.0 99.00
2019 07 30 07 50 334  5.9  7.2  1.48  7.69  5.61 328 1018.5  17.1  18.4 999.0 99.0 99.00
2019 07 30 08 50 332  5.3  6.4  1.37  7.69  5.51 340 1018.4  17.1  18.3 999.0 99.0 99.00
2019 07 30 09 50 325  5.0  5.9  1.37  7.14  5.57 344 1018.3  17.1  18.3 999.0 99.0 99.00
2019 07 30 10 50 303  4.3  5.1  1.29  7.14  5.43 318 1018.3  17.1  18.3 999.0 99.0 99.00
2019 07 30 11 50 282  3.8  4.8  1.23  6.67  5.42 318 1018.2  17.1  18.3 999.0 99.0 99.00
2019 07 30 12 50 274  3.7  4.4  1.14  7.14  5.60 317 1018.1  17.0  18.3 999.0 99.0 99.00
2019 07 30 13 50 268  3.8  4.6  1.14  5.56  5.43 321 1018.1  16.9  18.2 999.0 99.0 99.00
2019 07 30 14 50 263  2.6  3.0  1.14  7.14  5.64 313 1018.4  17.4  18.2 999.0 99.0 99.00
2019 07 30 15 50 235  2.9  3.5  1.12  6.25  5.61 325 1018.5  17.4  18.3 999.0 99.0 99.00
2019 07 30 16 50 227  2.9  3.7  1.14  5.88  5.69 326 1018.5  17.3  18.4 999.0 99.0 99.00
2019 07 30 17 50 214  3.5  4.3  1.07  5.56  5.69 334 1018.6  17.4  18.4 999.0 99.0 99.00
2019 07 30 18 50 196  4.0  4.7  1.09  7.69  5.83 297 1018.5  17.5  18.6 999.0 99.0 99.00
2019 07 30 19 50 215  4.9  6.0  1.09  8.33  5.93 298 1018.5  17.6  18.7 999.0 99.0 99.00
2019 07 30 20 50 215  5.1  6.2  1.03  7.69  5.72 313 1018.5  17.7  18.8 999.0 99.0 99.00
2019 07 30 21 50 219  5.5  6.6  0.89  6.25  5.54 317 1018.3  18.0  18.8 999.0 99.0 99.00
2019 07 30 22 50 217  5.2  6.3  0.90  9.09  5.41 287 1018.1  18.1  18.8 999.0 99.0 99.00
2019 07 30 23 50 216  5.4  6.5  0.84 10.00  5.22 302 1017.7  18.3  18.8 999.0 99.0 99.00
2019 07 31 00 50 206  5.5  6.3  0.79  8.33  5.04 298 1017.4  18.4  18.9 999.0 99.0 99.00
2019 07 31 01 50 208  5.2  6.0  0.92  7.69  5.10 293 1017.2  18.3  18.9 999.0 99.0 99.00
2019 07 31 02 50 212  5.1  6.2  1.04  6.25  5.07 280 1016.8  18.3  18.8 999.0 99.0 99.00
2019 07 31 03 50 230  6.2  8.4  1.26  7.69  5.50 297 1016.7  18.2  18.8 999.0 99.0 99.00
2019 07 31 04 50 206  4.6  5.5  1.36  7.14  5.78 298 1017.0  17.4  18.8 999.0 99.0 99.00
2019 07 31 05 50 200  4.6  5.7  1.42  7.69  5.79 295 1016.8  17.5  18.7 999.0 99.0 99.00
2019 07 31 06 50 326  1.6  2.2  1.38  7.69  5.89 301 1016.6  17.0  18.7 999.0 99.0 99.00
2019 07 31 07 50 310  2.6  3.7  1.36  7.69  5.80 290 1016.6  17.3  18.7 999.0 99.0 99.00
2019 07 31 08 50 352  3.2  3.8  1.25  8.33  6.04 310 1016.4  16.8  18.7 999.0 99.0 99.00
2019 07 31 09 50   6  1.7  2.3  1.24  8.33  6.10 295 1016.4  17.0  18.6 999.0 99.0 99.00
2019 07 31 10 50  24  1.6  2.3  1.10  9.09  6.28 309 1016.4  17.0  18.6 999.0 99.0 99.00
2019 07 31 11 50 360  0.9  1.4  1.10  9.09  6.36 299 1016.4  17.1  18.6 999.0 99.0 99.00
2019 07 31 12 50 256  3.8  5.3  1.03  8.33  6.49 291 1016.7  16.8  18.5 999.0 99.0 99.00
2019 07 31 13 50 185  2.4  3.6  0.95  7.69  6.54 274 1016.9  16.2  18.6 999.0 99.0 99.00
2019 07 31 14 50  36  2.5  3.2  1.07  8.33  6.62 295 1016.8  17.0  18.6 999.0 99.0 99.00
2019 07 31 15 50  26  0.7  1.4  0.93  9.09  6.44 311 1017.1  17.8  18.6 999.0 99.0 99.00
2019 07 31 17 50 251  3.3  4.1  1.00  8.33  6.31 285 1017.5  16.8  18.9 999.0 99.0 99.00
2019 07 31 18 50 252  0.9  1.3  0.99  7.69  5.99 284 1017.4  17.2  18.9 999.0 99.0 99.00
2019 07 31 19 50 181  1.1  1.5  0.97  8.33  6.01 298 1017.3  17.7  19.2 999.0 99.0 99.00
2019 07 31 20 50 217  1.9  2.8  1.05  7.69  6.10 300 1017.4  18.0  19.7 999.0 99.0 99.00
2019 07 31 21 50 234  2.5  3.3  1.08  7.69  6.00 285 1017.5  18.2  19.9 999.0 99.0 99.00
2019 07 31 22 50 214  1.5  2.3  1.12  7.69  6.25 284 1017.2  18.5  20.2 999.0 99.0 99.00
2019 07 31 23 50 211  2.9  3.6  1.04  7.69  6.33 281 1017.0  18.3  20.3 999.0 99.0 99.00
2019 08 01 00 50 252  3.3  4.4  0.92  7.69  6.23 286 1016.7  18.3  20.0 999.0 99.0 99.00
2019 08 01 01 50 240  3.5  4.2  0.93  8.33  6.40 277 1016.5  18.3  19.8 999.0 99.0 99.00
2019 08 01 02 50 253  2.9  3.6  0.96  7.69  6.50 281 1016.4  18.2  19.4 999.0 99.0 99.00
2019 08 01 03 50 239  3.1  3.6  1.00  8.33  6.56 285 1016.4  18.1  19.3 999.0 99.0 99.00
2019 08 01 04 50 232  2.2  2.9  0.94  7.14  6.34 295 1016.6  18.1  19.1 999.0 99.0 99.00
2019 08 01 05 50 227  2.3  3.0  0.89  7.69  6.43 283 1016.5  18.1  19.1 999.0 99.0 99.00
2019 08 01 06 50 225  2.9  3.4  1.00  7.69  6.45 296 1016.0  18.2  19.2 999.0 99.0 99.00
2019 08 01 07 50 215  3.4  4.2  0.91  7.69  6.15 291 1015.8  18.1  19.1 999.0 99.0 99.00
2019 08 01 08 50 212  4.4  5.1  0.88  6.67  5.91 288 1015.7  18.1  19.1 999.0 99.0 99.00
2019 08 01 09 50 215  4.4  5.4  0.98  7.69  5.91 291 1015.4  18.1  19.0 999.0 99.0 99.00
2019 08 01 10 50 189  4.5  5.3  0.87  7.14  5.75 287 1015.3  18.2  18.9 999.0 99.0 99.00
2019 08 01 11 50 185  4.9  5.8  0.86  7.14  5.82 279 1015.0  17.9  18.9 999.0 99.0 99.00
2019 08 01 12 50 181  7.2  8.2  0.77  7.14  5.38 286 1014.9  18.3  18.9 999.0 99.0 99.00
2019 08 01 13 50 171  7.4  8.9  0.83  8.33  4.55 276 1014.8  18.4  18.7 999.0 99.0 99.00
2019 08 01 14 50 176  8.7 10.3  0.87  8.33  4.35 292 1014.6  18.5  18.7 999.0 99.0 99.00
2019 08 01 15 50 181  8.9 10.8  1.03  4.00  4.26 193 1014.6  18.6  18.6 999.0 99.0 99.00
2019 08 01 16 50 179  9.6 11.5  1.08  4.17  4.29 190 1014.4  18.5  18.6 999.0 99.0 99.00
2019 08 01 17 50 183  9.3 11.4  1.20  4.76  4.27 191 1014.5  18.7  18.6 999.0 99.0 99.00
2019 08 01 18 50 182 10.1 11.6  1.35  4.55  4.31 195 1014.2  18.7  18.6 999.0 99.0 99.00
2019 08 01 19 50 183 10.4 12.0  1.43  5.00  4.35 200 1013.9  18.8  18.7 999.0 99.0 99.00
2019 08 01 20 50 184 11.3 13.8  1.50  5.00  4.35 197 1013.6  18.9  18.8 999.0 99.0 99.00
2019 08 01 21 50 187 11.2 14.0  1.47  4.76  4.34 200 1013.3  18.8  18.9 999.0 99.0 99.00
2019 08 01 22 50 189 11.3 13.4  1.55  5.26  4.38 211 1013.0  19.0  18.8 999.0 99.0 99.00
2019 08 01 23 50 188 11.1 13.4  1.71  5.88  4.69 210 1012.6  19.1  18.7 999.0 99.0 99.00
2019 08 02 00 50 191 10.9 12.7  1.79  6.67  4.98 226 1012.5  19.1  18.7 999.0 99.0 99.00
2019 08 02 01 50 186 11.3 13.6  1.86  6.25  5.11 223 1012.0  19.0  18.7 999.0 99.0 99.00
2019 08 02 02 50 189 11.0 13.8  2.04  7.14  5.42 227 1012.1  19.0  18.7 999.0 99.0 99.00
2019 08 02 03 50 190 10.3 12.6  2.25  6.67  5.44 211 1012.0  18.8  18.6 999.0 99.0 99.00
2019 08 02 04 50 191 10.3 12.5  2.09  6.25  5.51 204 1012.2  18.8  18.6 999.0 99.0 99.00
2019 08 02 05 50 204  9.3 11.1  2.18  7.14  5.55 227 1012.6  18.9  18.5 999.0 99.0 99.00
2019 08 02 06 50 218  8.8 11.6  2.02  6.67  5.41 208 1012.9  18.9  18.5 999.0 99.0 99.00
2019 08 02 07 50 226  8.7 10.5  2.02  7.69  5.40 233 1013.2  18.4  18.5 999.0 99.0 99.00
2019 08 02 08 50 300  5.0  6.2  1.76  7.14  5.22 233 1014.0  17.7  18.5 999.0 99.0 99.00
2019 08 02 09 50 297  4.9  5.9  1.64  7.69  5.42 229 1014.7  17.7  18.5 999.0 99.0 99.00
2019 08 02 10 50 338  2.8  3.4  1.51  7.69  5.45 229 1015.5  17.7  18.5 999.0 99.0 99.00
