#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2019 04 21 18 50 214  1.0  1.7  1.52  9.09  6.71 282 1028.7   8.7  10.3 999.0 99.0 99.00
2019 04 21 19 50 251  2.0  3.2  1.39 10.00  6.33 275 1028.9   8.7  10.5 999.0 99.0 99.00
2019 04 21 20 50 267  2.4  3.6  1.44 10.00  6.61 281 1029.0   8.8  10.5 999.0 99.0 99.00
2019 04 21 21 50 256  3.1  4.3  1.36 10.00  6.76 284 1028.9   8.8  10.6 999.0 99.0 99.00
2019 04 21 22 50 240  2.1  3.3  1.40 10.00  6.95 287 1028.3   9.0  10.6 999.0 99.0 99.00
2019 04 21 23 50 225  2.4  3.5  1.32  9.09  6.72 297 1027.9   9.0  10.6 999.0 99.0 99.00
2019 04 22 00 50 216  2.6  3.6  1.32  9.09  6.68 270 1027.5   9.0  10.6 999.0 99.0 99.00
2019 04 22 01 50 206  1.7  2.5  1.32  9.09  6.85 280 1027.5   9.0  10.6 999.0 99.0 99.00
2019 04 22 02 50 197  2.6  3.4  1.27  7.69  6.58 263 1027.1   9.0  10.5 999.0 99.0 99.00
2019 04 22 03 50 213  3.0  3.9  1.15  8.33  6.43 275 1027.5   9.1  10.5 999.0 99.0 99.00
2019 04 22 04 50 211  3.3  4.3  1.13  9.09  6.76 285 1027.6   9.2  10.4 999.0 99.0 99.00
2019 04 22 05 50 215  3.8  4.7  0.95 10.00  6.56 273 1027.4   9.3  10.4 999.0 99.0 99.00
2019 04 22 06 50 211  4.4  5.1  0.97  9.09  6.69 288 1027.0   9.4  10.4 999.0 99.0 99.00
2019 04 22 07 50 184  5.0  5.9  0.98  8.33  6.50 297 1026.1   9.5  10.3 999.0 99.0 99.00
2019 04 22 08 50 197  6.5  7.5  1.14 10.00  6.93 283 1025.7   9.6  10.3 999.0 99.0 99.00
2019 04 22 09 50 192  7.5  8.9  1.28 10.00  6.25 276 1024.5   9.6  10.3 999.0 99.0 99.00
2019 04 22 10 50 192  7.1  8.3  1.49 10.00  6.19 283 1024.4   9.7  10.3 999.0 99.0 99.00
2019 04 22 11 50 191  7.0  8.4  1.63  8.33  6.31 276 1024.4   9.8  10.3 999.0 99.0 99.00
2019 04 22 12 50 191  8.1  9.5  1.71 10.00  5.93 276 1024.2   9.9  10.3 999.0 99.0 99.00
2019 04 22 13 50 197  8.2  9.9  1.94  9.09  6.05 274 1024.1  10.1  10.2 999.0 99.0 99.00
2019 04 22 14 50 198  9.1 10.7  1.92 10.00  6.03 263 1023.9  10.0  10.3 999.0 99.0 99.00
2019 04 22 15 50 201  8.5 10.6  1.84  9.09  5.56 265 1024.1  10.2  10.3 999.0 99.0 99.00
2019 04 22 16 50 210  7.8  9.4  1.88  7.69  5.46 279 1024.4  10.2  10.3 999.0 99.0 99.00
2019 04 22 17 50 203  8.7 10.4  1.86 10.00  5.43 275 1024.3  10.3  10.3 999.0 99.0 99.00
2019 04 22 18 50 203  9.5 11.4  1.84  8.33  5.44 255 1024.1  10.5  10.3 999.0 99.0 99.00
2019 04 22 19 50 214  9.1 11.3  1.85 10.00  5.52 273 1024.2  10.5  10.3 999.0 99.0 99.00
2019 04 22 20 50 216  8.6 10.5  1.83  9.09  5.49 260 1024.1  10.5  10.3 999.0 99.0 99.00
2019 04 22 21 50 224  7.2  8.9  1.79  9.09  5.63 262 1024.5  10.6  10.3 999.0 99.0 99.00
2019 04 22 22 50 224  7.5  9.1  1.99  8.33  5.99 266 1024.2  10.5  10.3 999.0 99.0 99.00
2019 04 22 23 50 228  6.4  8.1  1.90  9.09  5.84 258 1023.9  10.5  10.3 999.0 99.0 99.00
2019 04 23 00 50 226  4.9  5.8  2.00 10.00  6.36 265 1023.7  10.5  10.3 999.0 99.0 99.00
2019 04 23 01 50 228  4.9  5.9  1.86  9.09  6.09 261 1023.5  10.5  10.3 999.0 99.0 99.00
2019 04 23 02 50 243  4.1  5.0  1.84  9.09  6.41 261 1023.2  10.4  10.3 999.0 99.0 99.00
2019 04 23 03 50 249  3.7  4.5  1.85  9.09  6.44 261 1023.5  10.3  10.3 999.0 99.0 99.00
2019 04 23 04 50 244  3.7  4.6  1.84  9.09  6.64 257 1023.8  10.3  10.3 999.0 99.0 99.00
2019 04 23 05 50 239  3.3  4.2  1.87 10.00  6.81 261 1023.4  10.3  10.3 999.0 99.0 99.00
2019 04 23 06 50 257  4.0  4.9  1.70  9.09  7.10 259 1023.5  10.3  10.3 999.0 99.0 99.00
2019 04 23 07 50 258  3.9  4.8  1.84 10.00  7.56 263 1023.5  10.3  10.3 999.0 99.0 99.00
2019 04 23 08 50 269  4.3  5.1  1.82 10.00  7.38 265 1023.2  10.2  10.3 999.0 99.0 99.00
2019 04 23 09 50 287  6.4  8.0  2.00  9.09  7.67 258 1023.2   9.6  10.3 999.0 99.0 99.00
2019 04 23 10 50 280  4.7  5.9  1.94 10.00  7.36 259 1023.2   9.7  10.3 999.0 99.0 99.00
2019 04 23 11 50 302  5.2  6.4  2.21 10.00  7.67 264 1023.3   9.7  10.3 999.0 99.0 99.00
2019 04 23 12 50 315  5.6  6.8  2.10 10.00  7.36 260 1023.7   9.5  10.3 999.0 99.0 99.00
2019 04 23 13 50 319  3.7  4.5  2.23 10.81  7.72 279 1023.7   9.4  10.2 999.0 99.0 99.00
2019 04 23 14 50 342  5.6  6.9  2.08  9.09  7.20 258 1024.2   9.0  10.2 999.0 99.0 99.00
2019 04 23 15 50 353  5.8  7.3  2.03 10.81  7.11 271 1024.9   9.1  10.3 999.0 99.0 99.00
2019 04 23 16 50 335  6.1  7.1  2.19 11.43  7.46 273 1025.2   9.1  10.3 999.0 99.0 99.00
2019 04 23 17 50 341  5.6  6.8  2.10 11.43  7.53 276 1025.7   9.2  10.3 999.0 99.0 99.00
2019 04 23 18 50 333  7.3  8.6  2.22 10.81  7.50 260 1026.0   8.6  10.3 999.0 99.0 99.00
2019 04 23 19 50 345  5.5  6.9  2.13 11.43  7.22 275 1026.3   9.5  10.4 999.0 99.0 99.00
2019 04 23 20 50 342  6.0  7.3  2.18 10.81  7.65 261 1026.2   9.7  10.4 999.0 99.0 99.00
2019 04 23 21 50 336  6.4  7.6  2.38 11.43  8.04 258 1026.6   9.8  10.5 999.0 99.0 99.00
2019 04 23 22 50 333  7.3  8.3  2.18 12.12  7.56 276 1026.4   9.8  10.5 999.0 99.0 99.00
2019 04 23 23 50 350  7.0  8.3  2.30 11.43  7.48 265 1026.3   9.7  10.5 999.0 99.0 99.00
2019 04 24 00 50 338  7.1  8.2  2.40 11.43  7.47 278 1026.4   9.6  10.5 999.0 99.0 99.00
2019 04 24 01 50 349  7.1  8.7  2.61 10.81  7.72 273 1026.4   9.5  10.5 999.0 99.0 99.00
2019 04 24 02 50 344  7.4  8.9  2.45 11.43  7.59 283 1026.2   9.5  10.4 999.0 99.0 99.00
2019 04 24 03 50   2  8.8 10.3  2.41 11.43  7.55 287 1026.3   9.4  10.4 999.0 99.0 99.00
2019 04 24 04 50 350  8.3 10.0  2.61 10.81  7.26 280 1027.1   9.2  10.3 999.0 99.0 99.00
2019 04 24 05 50 348  8.5 10.0  2.71 10.81  7.40 278 1027.4   9.2  10.3 999.0 99.0 99.00
2019 04 24 06 50 345  9.7 11.5  2.60 11.43  7.14 274 1027.3   9.1  10.2 999.0 99.0 99.00
2019 04 24 07 50 347  8.3  9.4  2.53 10.81  6.84 280 1027.8   9.2  10.2 999.0 99.0 99.00
2019 04 24 08 50 356  9.0 10.7  2.30 10.81  6.47 281 1027.8   9.1  10.2 999.0 99.0 99.00
2019 04 24 09 50 348  9.3 11.1  2.32 11.43  6.60 268 1028.0   8.9  10.2 999.0 99.0 99.00
2019 04 24 10 50 355  9.2 11.5  2.39 10.81  6.77 295 1027.9   9.0  10.2 999.0 99.0 99.00
2019 04 24 11 50 349  9.5 11.8  2.62 11.43  6.99 273 1027.9   8.9  10.1 999.0 99.0 99.00
2019 04 24 12 50 357  8.8 10.4  2.48 10.81  6.60 296 1028.2   8.7  10.1 999.0 99.0 99.00
2019 04 24 13 50 359  8.8 11.9  2.66 10.81  6.93 292 1028.7   8.9  10.1 999.0 99.0 99.00
2019 04 24 14 50 359  8.2  9.8  2.61 10.81  7.10 281 1029.3   9.0  10.1 999.0 99.0 99.00
2019 04 24 15 50  18  8.4 10.1  2.73 10.81  6.99 298 1029.4   9.4  10.1 999.0 99.0 99.00
2019 04 24 16 50  18  7.2  8.7  2.74 10.00  7.12 292 1029.5   9.5  10.1 999.0 99.0 99.00
2019 04 24 17 50   9  7.7  8.9  2.58 10.00  6.95 288 1029.6   9.4  10.2 999.0 99.0 99.00
2019 04 24 18 50  11  8.0  9.1  2.40 10.00  6.51 297 1029.9   9.5  10.2 999.0 99.0 99.00
2019 04 24 19 50   1  7.7  9.5  2.33 10.00  6.47 294 1029.7   9.6  10.2 999.0 99.0 99.00
2019 04 24 20 50 360  8.1  9.7  2.38 10.81  6.39 261 1029.4   9.5  10.3 999.0 99.0 99.00
2019 04 24 21 50 357  8.7 10.7  2.04 10.81  6.02 266 1029.0   9.5  10.3 999.0 99.0 99.00
2019 04 24 22 50 355  9.0 10.7  2.08 12.12  6.22 272 1028.5   9.3  10.3 999.0 99.0 99.00
2019 04 24 23 50 360  9.4 11.1  2.08 11.43  5.91 271 1027.7   9.3  10.3 999.0 99.0 99.00
2019 04 25 00 50   2  9.9 11.9  2.18 11.43  6.17 269 1027.3   9.3  10.3 999.0 99.0 99.00
2019 04 25 01 50  10  9.7 11.7  2.26 11.43  6.21 270 1026.5   9.2  10.3 999.0 99.0 99.00
2019 04 25 02 50   9 10.1 12.0  2.22 10.00  6.13 281 1026.1   9.2  10.3 999.0 99.0 99.00
2019 04 25 03 50  13  9.7 12.1  2.16 10.81  5.93 269 1025.7   9.2  10.2 999.0 99.0 99.00
2019 04 25 04 50   6  9.8 11.8  2.17 12.12  6.13 289 1025.6   9.1  10.2 999.0 99.0 99.00
2019 04 25 05 50   4 10.4 12.2  2.23 10.00  6.03 290 1025.2   9.1  10.2 999.0 99.0 99.00
2019 04 25 06 50 360 10.0 11.6  2.15 10.00  6.08 291 1024.8   9.1  10.2 999.0 99.0 99.00
2019 04 25 07 50   6  9.7 11.8  2.15 10.00  5.82 284 1024.6   9.2  10.2 999.0 99.0 99.00
2019 04 25 08 50  11  9.3 11.0  2.15 10.81  6.01 281 1024.2   9.2  10.1 999.0 99.0 99.00
2019 04 25 09 50  13  9.4 10.9  2.06 10.00  5.71 298 1023.5   9.3  10.1 999.0 99.0 99.00
2019 04 25 10 50  10  9.0 10.6  2.15 10.00  5.89 296 1023.3   9.4  10.1 999.0 99.0 99.00
2019 04 25 11 50   3  8.6 10.1  2.01 10.00  5.77 285 1023.1   9.5  10.1 999.0 99.0 99.00
2019 04 25 12 50   2  8.3 10.3  2.05 10.00  5.88 290 1022.5   9.5  10.1 999.0 99.0 99.00
2019 04 25 13 50   6  8.8 10.1  2.28 10.00  6.34 292 1021.9   9.5  10.1 999.0 99.0 99.00
2019 04 25 14 50   9  8.7 10.5  2.12  9.09  5.99 284 1022.2   9.8  10.1 999.0 99.0 99.00
2019 04 25 15 50   4  8.3  9.8  1.96 10.81  6.01 269 1022.1   9.9  10.2 999.0 99.0 99.00
2019 04 25 16 50   5  7.6  8.8  2.03 10.81  5.96 272 1021.8  10.1  10.2 999.0 99.0 99.00
2019 04 25 17 50 358  7.0  8.5  1.81 10.81  5.89 294 1022.3  10.2  10.2 999.0 99.0 99.00
2019 04 25 18 50  11  7.4  9.1  1.84 10.81  5.65 276 1021.9  10.2  10.3 999.0 99.0 99.00
2019 04 25 19 50 356  7.0  8.4  1.74 10.00  5.82 289 1021.8  10.3  10.3 999.0 99.0 99.00
2019 04 25 20 50 346  6.9  8.2  1.97 10.81  6.31 275 1021.5  10.3  10.3 999.0 99.0 99.00
2019 04 25 21 50 339  8.0  9.3  1.89 10.00  6.28 279 1021.2  10.3  10.4 999.0 99.0 99.00
2019 04 25 22 50 348  7.9  9.7  1.86 10.00  5.95 278 1021.0  10.3  10.4 999.0 99.0 99.00
2019 04 25 23 50 345  8.0  9.6  1.83 10.00  5.90 284 1020.5  10.4  10.4 999.0 99.0 99.00
2019 04 26 00 50 339  8.4 10.3  1.80  9.09  5.73 285 1020.7  10.3  10.4 999.0 99.0 99.00
2019 04 26 01 50 344  8.1  9.8  1.84 10.00  5.78 281 1020.4  10.1  10.4 999.0 99.0 99.00
2019 04 26 02 50 335  8.7 10.3  1.86 10.81  5.97 285 1020.6  10.0  10.3 999.0 99.0 99.00
2019 04 26 04 50 327  8.8 10.5  2.12 10.00  5.95 282 1021.6   9.8  10.3 999.0 99.0 99.00
2019 04 26 05 50 334 10.2 12.1  2.26 10.81  6.17 284 1021.7   9.7  10.3 999.0 99.0 99.00
2019 04 26 06 50 336  8.5 10.5  2.06 10.00  5.71 269 1022.1   9.5  10.3 999.0 99.0 99.00
2019 04 26 07 50 330 10.0 12.1  2.10 10.81  5.66 282 1022.3   9.4  10.3 999.0 99.0 99.00
2019 04 26 08 50 334  9.5 11.4  2.09 10.00  5.80 284 1022.5   9.3  10.2 999.0 99.0 99.00
2019 04 26 09 50 335 10.1 12.0  2.10 10.00  5.50 262 1022.5   9.1  10.2 999.0 99.0 99.00
2019 04 26 10 50 335 10.0 12.1  2.28 10.00  5.67 280 1022.8   9.0  10.2 999.0 99.0 99.00
2019 04 26 11 50 337  9.7 11.7  2.42  7.14  5.81 296 1023.0   8.9  10.2 999.0 99.0 99.00
2019 04 26 12 50 340  9.4 11.5  2.69  7.14  6.01 301 1023.5   8.8  10.2 999.0 99.0 99.00
2019 04 26 13 50 345  9.8 12.1  2.56  7.14  5.87 308 1024.0   8.7  10.2 999.0 99.0 99.00
2019 04 26 14 50 339  9.9 13.2  2.53  7.14  6.04 307 1024.8   8.7  10.2 999.0 99.0 99.00
2019 04 26 15 50 341  8.5 10.8  2.55  8.33  6.19 312 1025.4   8.8  10.2 999.0 99.0 99.00
2019 04 26 16 50 341  7.9 10.1  2.59  9.09  6.34 304 1026.0   9.0  10.2 999.0 99.0 99.00
2019 04 26 17 50 353  7.3  9.1  2.61  9.09  6.37 305 1026.7   9.1  10.2 999.0 99.0 99.00
2019 04 26 18 50 340  7.6  8.7  2.52  9.09  6.41 316 1027.2   9.3  10.2 999.0 99.0 99.00
2019 04 26 19 50 344  6.3  8.3  2.46  9.09  6.42 306 1027.7   9.4  10.2 999.0 99.0 99.00
2019 04 26 20 50 343  6.6  7.9  2.42  9.09  6.33 315 1027.8   9.6  10.2 999.0 99.0 99.00
2019 04 26 21 50 343  7.4  8.7  2.25  9.09  6.28 314 1027.9   9.7  10.3 999.0 99.0 99.00
2019 04 26 22 50 339  7.1  8.5  2.20  9.09  6.16 306 1027.9   9.6  10.3 999.0 99.0 99.00
2019 04 26 23 50 331  6.7  8.3  1.93  9.09  5.92 299 1027.8   9.7  10.4 999.0 99.0 99.00
2019 04 27 00 50 326  7.5  9.2  1.96  8.33  5.98 297 1027.6   9.7  10.3 999.0 99.0 99.00
2019 04 27 01 50 333  8.2 10.0  1.99  8.33  5.81 317 1027.4   9.8  10.3 999.0 99.0 99.00
2019 04 27 02 50 328  7.4  8.9  2.04  8.33  6.05 319 1027.2   9.6  10.3 999.0 99.0 99.00
2019 04 27 03 50 327  7.7  9.3  1.87  8.33  5.65 314 1027.2   9.7  10.3 999.0 99.0 99.00
2019 04 27 04 50 327  7.3  8.7  1.70  7.69  5.48 317 1027.3   9.6  10.2 999.0 99.0 99.00
2019 04 27 05 50 322  7.8  9.4  1.75  9.09  5.48 281 1027.2   9.2  10.2 999.0 99.0 99.00
2019 04 27 06 50 325  7.5  8.7  1.63  9.09  5.37 289 1027.0   9.4  10.2 999.0 99.0 99.00
2019 04 27 07 50 327  6.9  8.8  1.69  5.56  5.40 314 1026.5   9.5  10.2 999.0 99.0 99.00
2019 04 27 08 50 330  8.4 10.3  1.58  6.67  5.30 314 1026.2   9.4  10.2 999.0 99.0 99.00
2019 04 27 09 50 321  8.0  9.6  1.62  9.09  5.36 285 1026.0   9.6  10.2 999.0 99.0 99.00
2019 04 27 10 50 331  9.6 11.1  1.73  8.33  5.32 292 1025.8   9.5  10.2 999.0 99.0 99.00
2019 04 27 11 50 345  9.7 12.0  1.81  6.67  5.38 315 1025.7   9.2  10.2 999.0 99.0 99.00
2019 04 27 12 50 333  9.4 11.4  1.82  5.88  5.36 309 1025.5   8.6  10.2 999.0 99.0 99.00
2019 04 27 13 50 336  9.2 11.3  1.86  6.25  5.39 304 1025.5   8.7  10.1 999.0 99.0 99.00
2019 04 27 14 50 345  9.3 11.3  1.96  7.14  5.34 294 1025.8   8.8  10.1 999.0 99.0 99.00
2019 04 27 15 50 343  8.5 10.4  2.05  9.09  5.71 287 1025.9   8.8  10.1 999.0 99.0 99.00
2019 04 27 16 50 341  8.9 10.4  1.90  6.67  5.54 298 1026.0   8.8  10.2 999.0 99.0 99.00
2019 04 27 17 50 334  9.0 11.1  2.06  6.25  5.61 307 1026.2   8.8  10.2 999.0 99.0 99.00
2019 04 27 18 50 337  9.0 10.7  1.89 10.00  5.61 285 1026.6   8.9  10.2 999.0 99.0 99.00
2019 04 27 19 50 329 10.1 11.9  2.11  7.14  5.63 307 1026.5   8.8  10.2 999.0 99.0 99.00
2019 04 27 20 50 328 10.4 12.7  2.29  7.69  5.84 297 1026.2   8.9  10.2 999.0 99.0 99.00
2019 04 27 21 50 326 10.2 12.0  2.31 10.00  5.81 292 1026.0   9.0  10.2 999.0 99.0 99.00
2019 04 27 22 50 336 10.6 12.7  2.36  9.09  5.81 287 1025.8   8.9  10.2 999.0 99.0 99.00
2019 04 27 23 50 330 10.6 12.2  2.61  7.14  6.00 306 1025.5   8.9  10.2 999.0 99.0 99.00
2019 04 28 00 50 330 10.7 13.3  2.54  9.09  6.08 300 1025.4   9.0  10.2 999.0 99.0 99.00
2019 04 28 01 50 336 10.4 12.4  2.50  7.14  6.02 303 1025.2   9.1  10.2 999.0 99.0 99.00
2019 04 28 02 50 346 10.3 12.3  2.40  8.33  5.95 300 1025.0   9.1  10.2 999.0 99.0 99.00
2019 04 28 03 50 342 10.0 12.4  2.59  9.09  6.18 298 1025.2   9.1  10.2 999.0 99.0 99.00
2019 04 28 04 50 341 10.0 12.5  2.52  9.09  6.03 297 1025.7   9.0  10.2 999.0 99.0 99.00
2019 04 28 05 50 353  9.7 12.0  2.64  8.33  6.29 304 1025.8   9.0  10.1 999.0 99.0 99.00
2019 04 28 06 50 342  9.8 11.4  2.71 10.00  6.22 312 1025.8   9.1  10.1 999.0 99.0 99.00
2019 04 28 07 50 354  8.0  9.7  2.47  8.33  6.42 316 1025.9   9.2  10.1 999.0 99.0 99.00
2019 04 28 08 50 354  7.3  8.7  2.70  9.09  6.26 304 1025.9   9.2  10.1 999.0 99.0 99.00
2019 04 28 09 50 360  6.2  7.8  2.42  8.33  6.29 321 1025.7   9.1  10.1 999.0 99.0 99.00
2019 04 28 10 50 359  6.6  8.4  2.54  7.69  6.53 310 1025.8   9.1  10.1 999.0 99.0 99.00
2019 04 28 11 50 343  5.1  6.6  2.54  9.09  6.56 324 1025.9   9.1  10.1 999.0 99.0 99.00
2019 04 28 12 50 344  5.3  7.2  2.38  9.09  6.59 301 1025.7   9.0  10.1 999.0 99.0 99.00
2019 04 28 13 50 335  6.0  7.3  2.37  8.33  6.66 306 1025.8   9.1  10.1 999.0 99.0 99.00
2019 04 28 14 50 342  5.6  7.4  2.51  9.09  6.92 308 1026.0   9.1  10.1 999.0 99.0 99.00
2019 04 28 15 50 340  5.9  7.1  2.51 10.00  7.03 304 1026.3   9.2  10.1 999.0 99.0 99.00
2019 04 28 16 50 348  5.6  7.1  2.42  8.33  6.83 300 1026.3   9.4  10.2 999.0 99.0 99.00
2019 04 28 17 50   1  6.1  7.4  2.57  9.09  7.14 305 1026.0   9.5  10.2 999.0 99.0 99.00
2019 04 28 18 50 360  4.8  5.8  2.33  9.09  7.01 315 1026.2   9.7  10.3 999.0 99.0 99.00
2019 04 28 19 50   6  4.7  5.7  2.30  8.33  6.82 310 1026.0   9.8  10.4 999.0 99.0 99.00
2019 04 28 20 50 355  5.5  6.4  2.30 10.00  6.99 310 1025.4   9.9  10.5 999.0 99.0 99.00
2019 04 28 21 50 343  5.7  6.8  2.17  9.09  6.86 302 1025.1  10.0  10.6 999.0 99.0 99.00
2019 04 28 22 50 340  7.2  8.5  2.25 10.00  7.21 303 1024.6  10.3  10.6 999.0 99.0 99.00
2019 04 28 23 50 355  7.8  9.4  2.20 10.00  6.77 304 1024.0  10.3  10.6 999.0 99.0 99.00
2019 04 29 00 50 359  7.0  8.1  2.14 10.00  6.58 306 1023.8  10.5  10.6 999.0 99.0 99.00
2019 04 29 01 50   9  7.1  8.5  1.95  9.09  6.21 295 1023.4  10.5  10.6 999.0 99.0 99.00
2019 04 29 02 50 353  7.2  8.4  1.85  8.33  6.18 318 1022.8  10.5  10.5 999.0 99.0 99.00
2019 04 29 03 50 349  8.3 10.0  1.90  9.09  6.18 302 1022.5  10.3  10.5 999.0 99.0 99.00
2019 04 29 04 50 349  9.7 11.6  1.84  9.09  5.50 304 1022.4  10.1  10.4 999.0 99.0 99.00
2019 04 29 05 50 349  9.5 11.7  1.97  9.09  5.61 301 1022.2  10.1  10.4 999.0 99.0 99.00
2019 04 29 06 50 351  9.2 11.3  2.12  9.09  5.90 304 1022.0  10.1  10.3 999.0 99.0 99.00
2019 04 29 07 50 354  9.3 11.1  2.07  9.09  5.75 309 1022.0   9.9  10.3 999.0 99.0 99.00
2019 04 29 08 50 356  9.3 11.3  2.04  9.09  5.50 303 1021.6   9.9  10.3 999.0 99.0 99.00
2019 04 29 09 50 357  8.9 10.5  2.06  8.33  5.58 312 1021.2  10.0  10.2 999.0 99.0 99.00
2019 04 29 10 50 358  8.5  9.8  2.05  9.09  5.65 314 1020.9  10.1  10.2 999.0 99.0 99.00
2019 04 29 11 50   3  8.0  9.3  1.98  9.09  5.66 300 1020.9  10.2  10.2 999.0 99.0 99.00
2019 04 29 12 50 358  6.6  7.8  1.88  8.33  5.73 310 1020.9  10.3  10.2 999.0 99.0 99.00
2019 04 29 13 50 358  7.6  8.9  1.90  7.69  5.59 294 1020.9  10.0  10.2 999.0 99.0 99.00
2019 04 29 14 50   1  7.0  8.4  1.87  8.33  5.72 296 1021.1  10.2  10.2 999.0 99.0 99.00
2019 04 29 15 50  11  6.1  7.3  1.68  7.69  5.55 310 1021.1  10.2  10.2 999.0 99.0 99.00
2019 04 29 16 50   9  6.2  7.1  1.58  8.33  5.56 307 1021.0  10.2  10.3 999.0 99.0 99.00
2019 04 29 17 50  13  4.7  5.5  1.63  8.33  5.74 314 1021.3  10.3  10.3 999.0 99.0 99.00
2019 04 29 18 50 357  4.7  5.4  1.49  7.14  5.68 297 1021.3  10.3  10.4 999.0 99.0 99.00
2019 04 29 19 50 356  5.3  6.1  1.62  8.33  5.72 295 1020.9  10.3  10.5 999.0 99.0 99.00
2019 04 29 20 50 345  5.4  6.4  1.73  7.69  5.98 302 1020.6  10.5  10.6 999.0 99.0 99.00
2019 04 29 21 50 342  5.2  6.1  1.68  7.69  5.90 289 1020.2  10.5  10.7 999.0 99.0 99.00
2019 04 29 22 50 334  6.3  7.3  1.62  7.69  5.84 302 1019.9  10.6  10.8 999.0 99.0 99.00
2019 04 29 23 50 338  6.8  8.3  1.54  7.69  5.43 298 1019.5  10.7  10.8 999.0 99.0 99.00
2019 04 30 00 50 350  8.2  9.6  1.56  7.69  5.33 311 1019.0  10.7  10.8 999.0 99.0 99.00
2019 04 30 01 50 337  8.5 10.7  1.53  7.69  5.31 302 1018.5  10.8  10.7 999.0 99.0 99.00
2019 04 30 02 50 341  8.0  9.3  1.47  8.33  5.21 300 1018.2  10.7  10.6 999.0 99.0 99.00
2019 04 30 03 50 340  8.2  9.6  1.43  7.69  5.07 305 1018.3  10.6  10.5 999.0 99.0 99.00
2019 04 30 04 50 353  9.4 11.5  1.51  7.69  5.27 300 1018.6  10.7  10.5 999.0 99.0 99.00
2019 04 30 05 50 358  7.9  9.6  1.59  7.69  5.10 303 1018.7  10.7  10.5 999.0 99.0 99.00
2019 04 30 06 50 355  8.5 10.1  1.64  7.69  5.15 300 1018.6  10.6  10.4 999.0 99.0 99.00
2019 04 30 07 50 350  8.3 10.0  1.68  7.69  5.30 299 1018.9  10.5  10.4 999.0 99.0 99.00
2019 04 30 08 50  10  8.5 10.2  1.73  7.69  5.18 307 1019.1  10.8  10.4 999.0 99.0 99.00
2019 04 30 09 50  11  8.2  9.5  1.74  7.69  5.30 312 1019.1  10.9  10.3 999.0 99.0 99.00
2019 04 30 10 50   5  6.6  7.8  1.68  7.14  5.28 314 1019.2  10.8  10.3 999.0 99.0 99.00
2019 04 30 11 50 355  6.1  7.2  1.67  7.69  5.35 306 1019.5  10.6  10.3 999.0 99.0 99.00
2019 04 30 12 50 357  6.2  7.8  1.64  7.69  5.53 300 1019.8  10.4  10.3 999.0 99.0 99.00
2019 04 30 13 50 358  6.7  8.2  1.58  7.69  5.56 315 1020.1  10.6  10.3 999.0 99.0 99.00
2019 04 30 14 50 349  5.5  6.4  1.67  7.69  5.60 303 1020.6  10.7  10.4 999.0 99.0 99.00
2019 04 30 15 50 347  5.5  6.9  1.41  7.14  5.44 289 1020.8  10.6  10.4 999.0 99.0 99.00
2019 04 30 16 50 353  4.5  5.2  1.46  7.69  5.60 294 1021.0  10.8  10.5 999.0 99.0 99.00
2019 04 30 17 50 334  4.2  4.9  1.34  7.14  5.52 310 1021.6  10.8  10.7 999.0 99.0 99.00
2019 04 30 18 50 328  3.5  4.1  1.29  7.69  5.62 306 1021.9  10.9  10.8 999.0 99.0 99.00
2019 04 30 19 50 332  4.6  5.5  1.26  7.14  5.62 306 1021.9  10.9  11.0 999.0 99.0 99.00
2019 04 30 20 50 339  5.2  6.0  1.25  7.14  5.55 302 1021.9  11.0  11.1 999.0 99.0 99.00
2019 04 30 21 50 334  5.6  6.7  1.28  7.14  5.60 296 1022.1  11.0  11.1 999.0 99.0 99.00
2019 04 30 22 50 330  6.0  6.9  1.30  7.14  5.67 305 1022.0  11.0  11.1 999.0 99.0 99.00
2019 04 30 23 50 330  5.9  7.4  1.26  7.69  5.46 300 1021.7  11.0  11.1 999.0 99.0 99.00
2019 05 01 00 50 324  7.0  8.3  1.23  7.69  5.25 300 1021.4  11.0  11.1 999.0 99.0 99.00
2019 05 01 01 50 327  5.7  6.8  1.26  7.69  5.32 312 1021.1  10.7  11.0 999.0 99.0 99.00
2019 05 01 02 50 330  7.1  8.2  1.21  7.69  5.36 302 1020.6  10.6  11.0 999.0 99.0 99.00
2019 05 01 03 50 333  6.9  8.5  1.18  7.69  5.06 307 1020.5  10.3  10.9 999.0 99.0 99.00
2019 05 01 04 50 329  6.0  7.0  1.15  8.33  5.33 294 1020.6  10.3  10.9 999.0 99.0 99.00
2019 05 01 05 50 322  6.9  8.0  1.09  7.69  5.08 305 1020.7  10.3  10.9 999.0 99.0 99.00
2019 05 01 06 50 320  6.4  7.5  1.24  7.69  5.38 301 1020.8  10.1  10.9 999.0 99.0 99.00
2019 05 01 07 50 325  7.4  8.7  1.15  6.67  5.00 301 1020.8   9.9  10.9 999.0 99.0 99.00
2019 05 01 08 50 329  7.5  8.4  1.31  5.56  4.89 300 1021.0   9.7  10.9 999.0 99.0 99.00
2019 05 01 09 50 328  6.6  8.2  1.21  5.00  4.89 301 1020.8   9.5  10.8 999.0 99.0 99.00
